,name,url,rating,coordinates.latitude,coordinates.longitude,location.city
261,Hostellerie du Chapeau Rouge,https://www.yelp.com/biz/hostellerie-du-chapeau-rouge-dijon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,47.3212109,5.0356058,Dijon
262,Hotel La Cloche - Sofitel,https://www.yelp.com/biz/hotel-la-cloche-sofitel-dijon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,47.3239517,5.0341101,Dijon
263,Splendid Hotel,https://www.yelp.com/biz/splendid-hotel-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.9007,6.12745,Annecy
264,Hôtel Mercure Annecy Centre,https://www.yelp.com/biz/h%C3%B4tel-mercure-annecy-centre-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,45.9013839143644,6.12394571719665,Annecy
265,Hôtel Le Belvédère,https://www.yelp.com/biz/h%C3%B4tel-le-belv%C3%A9d%C3%A8re-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.892069,6.133262,Annecy
266,Hôtel du Palais de l'Isle,https://www.yelp.com/biz/h%C3%B4tel-du-palais-de-l-isle-annecy-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.89801,6.12738,Annecy
267,Alexandra Hotel,https://www.yelp.com/biz/alexandra-hotel-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.9014,6.12535,Annecy
268,Hôtel Campanile Annecy - Centre Gare,https://www.yelp.com/biz/h%C3%B4tel-campanile-annecy-centre-gare-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,45.90107,6.12278,Annecy
269,Hôtel du Château,https://www.yelp.com/biz/h%C3%B4tel-du-ch%C3%A2teau-annecy-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.8976118,6.1249963,Annecy
270,Best Western Carlton,https://www.yelp.com/biz/best-western-carlton-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.900735,6.122314,Annecy
271,Hôtel Les Terrasses,https://www.yelp.com/biz/h%C3%B4tel-les-terrasses-annecy-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.903898,6.1200107,Annecy
272,Hôtel des Alpes,https://www.yelp.com/biz/h%C3%B4tel-des-alpes-annecy-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.90158,6.12285,Annecy
273,Hotel Ibis,https://www.yelp.com/biz/hotel-ibis-annecy-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.8983366,6.1224586,Annecy
274,Allobroges Park Hôtel,https://www.yelp.com/biz/allobroges-park-h%C3%B4tel-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.9022664,6.1236731,Annecy
275,Hôtel du Nord,https://www.yelp.com/biz/h%C3%B4tel-du-nord-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.902092,6.124582,Annecy
276,Hôtel de Bonlieu,https://www.yelp.com/biz/h%C3%B4tel-de-bonlieu-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,45.9035179,6.1284754,Annecy
277,Novotel Atria Annecy Centre,https://www.yelp.com/biz/novotel-atria-annecy-centre-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.9030164,6.1232821,Annecy
278,Résidence de Tourisme Le Royal,https://www.yelp.com/biz/r%C3%A9sidence-de-tourisme-le-royal-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.9001122,6.1234734,Annecy
279,Le Pré Carré,https://www.yelp.com/biz/le-pr%C3%A9-carr%C3%A9-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.9024266,6.1260883,Annecy
280,Kyriad,https://www.yelp.com/biz/kyriad-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.8972360000691,6.1227445576167,Annecy
281,Best Western Hôtel International Annecy,https://www.yelp.com/biz/best-western-h%C3%B4tel-international-annecy-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.8999558356429,6.11576542327884,Annecy
282,Ibis,https://www.yelp.com/biz/ibis-annecy?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.8991261070179,6.11465771780375,Annecy
283,Grand Hotel des terreaux,https://www.yelp.com/biz/grand-hotel-des-terreaux-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.76622,4.83182,Lyon
284,Hôtel Mercure,https://www.yelp.com/biz/h%C3%B4tel-mercure-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.7608,4.83408,Lyon
285,InterContinental Lyon - Hotel Dieu,https://www.yelp.com/biz/intercontinental-lyon-hotel-dieu-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.7576317,4.8364328,Lyon
286,Hôtel du Parc,https://www.yelp.com/biz/h%C3%B4tel-du-parc-lyon-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.768912,4.857054,Lyon
287,Hôtel des Congrès,https://www.yelp.com/biz/h%C3%B4tel-des-congr%C3%A8s-villeurbanne-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.776323,4.862139,Villeurbanne
288,Lyon Marriott Hotel Cité Internationale,https://www.yelp.com/biz/lyon-marriott-hotel-cit%C3%A9-internationale-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.7848697891451,4.85291222877902,Lyon
289,Hotel des Célestins,https://www.yelp.com/biz/hotel-des-c%C3%A9lestins-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.75953,4.83244,Lyon
290,Le Royal,https://www.yelp.com/biz/le-royal-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.7564232,4.8330759,Lyon
291,Hôtel Saint Pierre des Terreaux,https://www.yelp.com/biz/h%C3%B4tel-saint-pierre-des-terreaux-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.7662,4.83296,Lyon
292,Ibis Budget Lyon - Gare la Part Dieu,https://www.yelp.com/biz/ibis-budget-lyon-gare-la-part-dieu-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.76101,4.86174,Lyon
293,Radisson Blu Lyon,https://www.yelp.com/biz/radisson-blu-lyon-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.761008,4.853977,Lyon
294,Hôtel le Phénix,https://www.yelp.com/biz/h%C3%B4tel-le-ph%C3%A9nix-lyon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.766629,4.828058,Lyon
295,Hôtel Elysée,https://www.yelp.com/biz/h%C3%B4tel-elys%C3%A9e-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.75968,4.83388,Lyon
296,Comfort Suites,https://www.yelp.com/biz/comfort-suites-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.7491623,4.8387722,Lyon
297,Quality Suites Lyon 7 Lodge,https://www.yelp.com/biz/quality-suites-lyon-7-lodge-lyon-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.7398328,4.8331201,Lyon
298,Hotel Ibis Université,https://www.yelp.com/biz/hotel-ibis-universit%C3%A9-lyon-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.75009,4.84043,Lyon
299,Hôtel Sofitel Bellecour,https://www.yelp.com/biz/h%C3%B4tel-sofitel-bellecour-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.7542747,4.8343414,Lyon
300,Crowne Plaza - Cité Internationale,https://www.yelp.com/biz/crowne-plaza-cit%C3%A9-internationale-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.785628,4.857468,Lyon
301,Dock Ouest,https://www.yelp.com/biz/dock-ouest-lyon-09?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.786450063012,4.8112993673693,Lyon 09
302,Hotel-Résidence Bioparc Odalys,https://www.yelp.com/biz/hotel-r%C3%A9sidence-bioparc-odalys-lyon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.740948,4.886224,Lyon
303,Okko Hotels Grenoble Jardin Hoche,https://www.yelp.com/biz/okko-hotels-grenoble-jardin-hoche-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.1849539609911,5.72604881796872,Grenoble
304,Royal Hôtel,https://www.yelp.com/biz/royal-h%C3%B4tel-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.189317,5.7186323,Grenoble
305,Park Hôtel Grenoble,https://www.yelp.com/biz/park-h%C3%B4tel-grenoble-grenoble-7?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,45.1840988,5.7329177,Grenoble
306,Le Grand Hôtel,https://www.yelp.com/biz/le-grand-h%C3%B4tel-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.190887,5.728454,Grenoble
307,Ibis Grenoble,https://www.yelp.com/biz/ibis-grenoble-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,45.190438,5.725528,Grenoble
308,Hotel Gallia,https://www.yelp.com/biz/hotel-gallia-grenoble-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.1830215,5.7302599,Grenoble
309,Hôtel de l'Europe,https://www.yelp.com/biz/h%C3%B4tel-de-l-europe-grenoble-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,45.190324,5.727185,Grenoble
310,Le Patricia,https://www.yelp.com/biz/le-patricia-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.1921533571946,5.72384036244304,Grenoble
311,Hipark Residence,https://www.yelp.com/biz/hipark-residence-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.1898156872991,5.70935413578357,Grenoble
312,Hôtel d'Angleterre Grenoble Hyper-Centre,https://www.yelp.com/biz/h%C3%B4tel-d-angleterre-grenoble-hyper-centre-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,45.189223,5.725404,Grenoble
313,Hôtel Europole,https://www.yelp.com/biz/h%C3%B4tel-europole-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,45.1902,5.7128,Grenoble
314,Mercure Grenoble Centre Président,https://www.yelp.com/biz/mercure-grenoble-centre-pr%C3%A9sident-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.1786561,5.7202181,Grenoble
315,Hotel Ibis,https://www.yelp.com/biz/hotel-ibis-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,45.19298989,5.7173276,Grenoble
316,Residhome Caserne de Bonne,https://www.yelp.com/biz/residhome-caserne-de-bonne-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,45.182209,5.7250324,Grenoble
317,Mercure Grenoble Centre Alpotel,https://www.yelp.com/biz/mercure-grenoble-centre-alpotel-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,45.184513,5.733009,Grenoble
318,Hôtel Trianon,https://www.yelp.com/biz/h%C3%B4tel-trianon-grenoble-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.1850919991594,5.72110395399314,Grenoble
319,ResidHotel - Résidence le Central'Gare,https://www.yelp.com/biz/residhotel-r%C3%A9sidence-le-central-gare-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,45.1908673599713,5.71574236120822,Grenoble
320,Hôtel Bastille,https://www.yelp.com/biz/h%C3%B4tel-bastille-grenoble-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,45.190951,5.719466,Grenoble
321,Citadines,https://www.yelp.com/biz/citadines-grenoble?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.0,45.18691,5.73096,Grenoble
322,Hôtel Gloria,https://www.yelp.com/biz/h%C3%B4tel-gloria-grenoble-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,2.5,45.1913286,5.7183008,Grenoble
323,Hotel Des Gorges Du Verdon,https://www.yelp.com/biz/hotel-des-gorges-du-verdon-palud-sur-verdon-la-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,43.780173,6.340717,Palud Sur Verdon (La)
324,Auberge du Point Sublime,https://www.yelp.com/biz/auberge-du-point-sublime-rougon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.794279024643,6.39870100047722,Rougon
325,La Bastide de Moustiers,https://www.yelp.com/biz/la-bastide-de-moustiers-moustiers-sainte-marie?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.83855,6.21719,Moustiers Sainte Marie
326,Auberge des Salles,https://www.yelp.com/biz/auberge-des-salles-les-salles-sur-verdon?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.7724,6.20855,Les Salles sur Verdon
327,L'Oustau de Baumanière,https://www.yelp.com/biz/l-oustau-de-baumani%C3%A8re-les-baux-de-provence?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.792601,6.6571948,Les Baux de Provence
328,Domaine de la Baume,https://www.yelp.com/biz/domaine-de-la-baume-tourtour?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.5991118,6.2850726,Tourtour
329,Château de Chanteraine,https://www.yelp.com/biz/ch%C3%A2teau-de-chanteraine-aiguines?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,43.764895,6.226288,Aiguines
330,Le Moulin du Château,https://www.yelp.com/biz/le-moulin-du-ch%C3%A2teau-saint-laurent-du-verdon-4?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.72442,6.06803,Saint Laurent Du Verdon
331,Hôtel du Grand Canyon du Verdon,https://www.yelp.com/biz/h%C3%B4tel-du-grand-canyon-du-verdon-aiguines?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.0,43.7302094,6.35712,Aiguines
332,Château de Trigance,https://www.yelp.com/biz/ch%C3%A2teau-de-trigance-trigance-5?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.7619292225732,6.44408459117301,Trigance
333,Altitude 823,https://www.yelp.com/biz/altitude-823-aiguines-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.774796,6.243025,Aiguines
334,Auberge Bon Accueil,https://www.yelp.com/biz/auberge-bon-accueil-castellane?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,43.8461308,6.5132836,Castellane
335,Le Château de Taulane,https://www.yelp.com/biz/le-ch%C3%A2teau-de-taulane-la-martre?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.778444,6.631513,La Martre
336,Hôtel Restaurant Le Belvédère,https://www.yelp.com/biz/h%C3%B4tel-restaurant-le-belv%C3%A9d%C3%A8re-moustiers-sainte-marie-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.837074,6.22911,Moustiers Sainte Marie
337,Hôtel Restaurant Café du Relais,https://www.yelp.com/biz/h%C3%B4tel-restaurant-caf%C3%A9-du-relais-moustiers-sainte-marie-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.84668,6.22185,Moustiers Sainte Marie
338,Du Vieux Château,https://www.yelp.com/biz/du-vieux-ch%C3%A2teau-aiguines-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,43.7753505,6.2432525,Aiguines
339,Les Restanques de Moustiers,https://www.yelp.com/biz/les-restanques-de-moustiers-moustiers-sainte-marie?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.84848,6.22034,Moustiers Sainte Marie
340,Grand Hôtel Bain,https://www.yelp.com/biz/grand-h%C3%B4tel-bain-comps-sur-artuby-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,43.709553,6.50894,Comps sur Artuby
341,Hôtel du Levant,https://www.yelp.com/biz/h%C3%B4tel-du-levant-castellane?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,3.5,43.8461308,6.5132836,Castellane
342,Terre Blanche Hôtel Spa Golf Resort,https://www.yelp.com/biz/terre-blanche-h%C3%B4tel-spa-golf-resort-tourrettes-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.62388,6.70208,Tourrettes
343,Hôtel Restaurant La Bastide,https://www.yelp.com/biz/h%C3%B4tel-restaurant-la-bastide-lavandou-le-3?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.14132,6.38042,Lavandou (Le)
344,Hôtel le Grand Pavois,https://www.yelp.com/biz/h%C3%B4tel-le-grand-pavois-le-lavandou?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.0,43.1498733204122,6.40279233455658,Le Lavandou
345,Hôtel La Calanque,https://www.yelp.com/biz/h%C3%B4tel-la-calanque-cavalaire-sur-mer?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,4.5,43.168701,6.537878,Cavalaire-Sur-Mer
346,Hostellerie du Cigalou,https://www.yelp.com/biz/hostellerie-du-cigalou-bormes-les-mimosas-2?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,1.0,43.1519055,6.3433027,Bormes Les Mimosas
347,Hôtel de la Plage - HDLP,https://www.yelp.com/biz/h%C3%B4tel-de-la-plage-hdlp-bormes-les-mimosas?adjust_creative=GXwWFx9ItkABO5LjjHHpQg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GXwWFx9ItkABO5LjjHHpQg,5.0,43.1244693133986,6.3573770851807,Bormes les Mimosas
